Reporting Start,Reporting End,Campaign Name,Campaign Type,Ad Set Name,Ad Name,Delivery,Attribution Setting,Result Type,Spend (BRL),Impressions,Link Clicks,Conversions,Reach,Frequency
2026-01-15,2026-01-15,Nubank | Brand Awareness | Reach | Q1,Branding,BR_18-34_Interests_Finance,Nu_Brand_Awareness_Hero_Video_15s,Learning (CBO),1-day click,Account Opening,517.80,151220,149,1,110391,1.37
2026-01-20,2026-01-20,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Active,"7-day click, 1-day view",Account Opening,2787.68,381101,496,28,274393,1.39
2026-01-23,2026-01-23,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Active,"7-day click, 1-day view",Account Opening,2452.03,588175,259,23,488185,1.20
2026-01-26,2026-01-26,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Not Delivering,"7-day click, 1-day view",Account Opening,2225.74,369632,143,22,310491,1.19
2026-01-29,2026-01-29,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Active,"7-day click, 1-day view",Account Opening,1379.14,393628,344,14,279476,1.41
2026-02-01,2026-02-01,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Active,"7-day click, 1-day view",Account Opening,3104.32,421031,248,32,282091,1.49
2026-02-04,2026-02-04,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Active,"7-day click, 1-day view",Account Opening,4488.32,139599,141,32,114471,1.22
2026-02-07,2026-02-07,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Active,"7-day click, 1-day view",Account Opening,2016.30,383596,108,15,264681,1.45
2026-02-10,2026-02-10,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Active,"7-day click, 1-day view",Account Opening,3501.44,354887,140,32,294556,1.20
2026-01-14,2026-01-14,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Not Delivering,"7-day click, 1-day view",Account Opening,2687.16,368306,437,28,287279,1.28
2026-01-17,2026-01-17,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Active,"7-day click, 1-day view",Account Opening,4755.45,110446,321,35,71790,1.54
2026-01-20,2026-01-20,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Active,"7-day click, 1-day view",Account Opening,2789.02,101307,95,26,87124,1.16
2026-01-23,2026-01-23,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Active,"7-day click, 1-day view",Account Opening,1269.95,537579,125,11,376305,1.43
2026-01-26,2026-01-26,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Active,"7-day click, 1-day view",Account Opening,1895.84,276974,426,17,232658,1.19
2026-01-29,2026-01-29,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Active,"7-day click, 1-day view",Account Opening,3459.91,265965,349,31,186176,1.43
2026-02-01,2026-02-01,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Active,"7-day click, 1-day view",Account Opening,1620.71,379992,463,13,258395,1.47
2026-02-04,2026-02-04,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Not Delivering,"7-day click, 1-day view",Account Opening,2655.00,119883,264,20,93509,1.28
2026-02-07,2026-02-07,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Active,"7-day click, 1-day view",Account Opening,2082.33,489049,451,17,317882,1.54
2026-02-10,2026-02-10,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Carousel_InternationalCard,Active,"7-day click, 1-day view",Account Opening,2137.98,235595,165,13,179052,1.32
2026-01-14,2026-01-14,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,1435.35,146176,243,15,122788,1.19
2026-01-17,2026-01-17,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,3749.12,252383,210,29,204430,1.23
2026-01-20,2026-01-20,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,3355.92,191881,471,24,141992,1.35
2026-01-23,2026-01-23,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,1886.82,280090,236,13,221271,1.27
2026-01-26,2026-01-26,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,2808.96,232367,280,28,153362,1.52
2026-01-29,2026-01-29,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,3473.28,242427,289,27,191517,1.27
2026-02-01,2026-02-01,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,3103.80,404211,426,20,295074,1.37
2026-02-04,2026-02-04,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,3707.83,518139,310,23,352335,1.47
2026-02-07,2026-02-07,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,1991.01,316806,418,19,243941,1.30
2026-02-10,2026-02-10,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Reel_SavingsChallenge,Active,"7-day click, 1-day view",Account Opening,3328.82,306933,159,22,251685,1.22
2026-01-14,2026-01-14,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_LeadGen_StaticBanner_Referral_Bonus,Active,"7-day click, 1-day view",Account Opening,1479.69,504305,263,9,408487,1.23
2026-01-17,2026-01-17,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_LeadGen_StaticBanner_Referral_Bonus,Active,"7-day click, 1-day view",Account Opening,4606.35,566876,363,35,493182,1.15
2026-01-20,2026-01-20,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_LeadGen_StaticBanner_Referral_Bonus,Active,"7-day click, 1-day view",Account Opening,2089.65,164010,481,15,142689,1.15
2026-01-23,2026-01-23,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_LeadGen_StaticBanner_Referral_Bonus,Active,"7-day click, 1-day view",Account Opening,2937.30,522278,241,30,381263,1.37
2026-01-26,2026-01-26,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_LeadGen_StaticBanner_Referral_Bonus,Active,"7-day click, 1-day view",Account Opening,3811.92,425293,308,24,340234,1.25
2026-01-29,2026-01-29,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_LeadGen_StaticBanner_Referral_Bonus,Active,"7-day click, 1-day view",Account Opening,1606.30,404994,184,10,299696,1.35
2026-02-01,2026-02-01,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_LeadGen_StaticBanner_Referral_Bonus,Active,"7-day click, 1-day view",Account Opening,2632.11,464610,104,17,325227,1.43
2026-02-04,2026-02-04,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_LeadGen_StaticBanner_Referral_Bonus,Active,"7-day click, 1-day view",Account Opening,4253.76,119035,490,32,94038,1.27
2026-02-07,2026-02-07,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_LeadGen_StaticBanner_Referral_Bonus,Active,"7-day click, 1-day view",Account Opening,3455.06,396117,345,23,293127,1.35
2026-01-14,2026-01-14,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Story_VirtualCard,Active,"7-day click, 1-day view",Account Opening,3735.84,478631,160,24,378118,1.27
2026-01-17,2026-01-17,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Story_VirtualCard,Active,"7-day click, 1-day view",Account Opening,989.46,203810,361,9,177315,1.15
2026-01-20,2026-01-20,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Story_VirtualCard,Active,"7-day click, 1-day view",Account Opening,2648.36,593700,193,22,427464,1.39
2026-01-23,2026-01-23,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Story_VirtualCard,Active,"7-day click, 1-day view",Account Opening,2741.28,304042,389,24,206749,1.47
2026-01-26,2026-01-26,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Story_VirtualCard,Active,"7-day click, 1-day view",Account Opening,1934.20,445729,286,19,343211,1.30
2026-01-29,2026-01-29,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Story_VirtualCard,Active,"7-day click, 1-day view",Account Opening,1542.96,243849,438,12,199956,1.22
2026-02-01,2026-02-01,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Story_VirtualCard,Active,"7-day click, 1-day view",Account Opening,4053.70,412885,481,35,284891,1.45
2026-02-04,2026-02-04,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Story_VirtualCard,Active,"7-day click, 1-day view",Account Opening,1778.03,272873,170,17,199197,1.37
2026-02-07,2026-02-07,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Story_VirtualCard,Active,"7-day click, 1-day view",Account Opening,1364.44,244161,282,14,158705,1.54
2026-01-14,2026-01-14,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Video_15s_AutoInvest,Active,"7-day click, 1-day view",Account Opening,4172.04,443704,356,27,292845,1.52
2026-01-17,2026-01-17,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Video_15s_AutoInvest,Active,"7-day click, 1-day view",Account Opening,1931.20,527259,116,16,416535,1.27
2026-01-20,2026-01-20,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Video_15s_AutoInvest,Active,"7-day click, 1-day view",Account Opening,2570.60,156260,443,20,135946,1.15
2026-01-23,2026-01-23,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Video_15s_AutoInvest,Active,"7-day click, 1-day view",Account Opening,1345.90,266195,347,10,191660,1.39
2026-01-26,2026-01-26,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Video_15s_AutoInvest,Active,"7-day click, 1-day view",Account Opening,3263.12,508614,440,28,366202,1.39
2026-01-29,2026-01-29,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Video_15s_AutoInvest,Active,"7-day click, 1-day view",Account Opening,3881.36,363946,383,29,294796,1.23
2026-02-01,2026-02-01,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Video_15s_AutoInvest,Active,"7-day click, 1-day view",Account Opening,4216.16,207854,95,26,135105,1.54
2026-02-04,2026-02-04,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Video_15s_AutoInvest,Active,"7-day click, 1-day view",Account Opening,2839.75,209105,82,25,169375,1.23
2026-02-07,2026-02-07,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_25-34_AppEngagers,Nu_Ecom_Conversion_Video_15s_AutoInvest,Active,"7-day click, 1-day view",Account Opening,2895.12,372873,493,18,305756,1.22
2026-01-13,2026-01-13,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Completed,"7-day click, 1-day view",Account Opening,1623.44,456253,310,13,383253,1.19
2026-01-16,2026-01-16,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Active,"7-day click, 1-day view",Account Opening,4546.64,169339,313,28,127004,1.33
2026-01-19,2026-01-19,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Active,"7-day click, 1-day view",Account Opening,1345.12,123452,92,14,80244,1.54
2026-01-22,2026-01-22,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Active,"7-day click, 1-day view",Account Opening,2286.48,331534,332,24,265227,1.25
2026-01-25,2026-01-25,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Active,"7-day click, 1-day view",Account Opening,3351.04,315502,86,34,252402,1.25
2026-01-28,2026-01-28,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Active,"7-day click, 1-day view",Account Opening,2665.26,351552,294,26,263664,1.33
2026-01-31,2026-01-31,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Active,"7-day click, 1-day view",Account Opening,1488.52,368929,395,11,247182,1.49
2026-02-03,2026-02-03,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Active,"7-day click, 1-day view",Account Opening,1043.30,456742,474,10,374528,1.22
2026-02-06,2026-02-06,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Active,"7-day click, 1-day view",Account Opening,4155.32,109678,170,26,78968,1.39
2026-02-09,2026-02-09,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_LeadGen_Carousel_FinancialEducation,Active,"7-day click, 1-day view",Account Opening,2861.75,260049,88,25,221042,1.18
2026-01-13,2026-01-13,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Active,"7-day click, 1-day view",Account Opening,4233.13,156402,289,29,117302,1.33
2026-01-16,2026-01-16,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Active,"7-day click, 1-day view",Account Opening,3322.83,304088,128,21,228066,1.33
2026-01-19,2026-01-19,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Active,"7-day click, 1-day view",Account Opening,3217.83,417820,117,33,338434,1.23
2026-01-22,2026-01-22,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Completed,"7-day click, 1-day view",Account Opening,2759.00,503776,255,20,443323,1.14
2026-01-25,2026-01-25,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Not Delivering,"7-day click, 1-day view",Account Opening,2389.20,554331,240,22,449008,1.23
2026-01-28,2026-01-28,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Active,"7-day click, 1-day view",Account Opening,3698.64,317345,472,33,215795,1.47
2026-01-31,2026-01-31,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Active,"7-day click, 1-day view",Account Opening,2580.96,566537,109,19,396576,1.43
2026-02-03,2026-02-03,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Active,"7-day click, 1-day view",Account Opening,2410.80,158964,360,24,131940,1.20
2026-02-06,2026-02-06,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Active,"7-day click, 1-day view",Account Opening,4745.40,293005,304,33,205104,1.43
2026-02-09,2026-02-09,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_Reel_DebitCard_NFC,Active,"7-day click, 1-day view",Account Opening,2558.06,297205,346,23,231820,1.28
2026-01-13,2026-01-13,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,3649.41,355454,200,23,309245,1.15
2026-01-16,2026-01-16,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,1266.48,550824,104,12,451676,1.22
2026-01-19,2026-01-19,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,1589.28,206780,413,12,159221,1.30
2026-01-22,2026-01-22,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,2287.04,528664,493,14,396498,1.33
2026-01-25,2026-01-25,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,3353.08,547931,390,34,372593,1.47
2026-01-28,2026-01-28,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,2355.00,533202,379,20,378573,1.41
2026-01-31,2026-01-31,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,3676.59,241158,253,27,183280,1.32
2026-02-03,2026-02-03,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Active,"7-day click, 1-day view",Account Opening,1122.55,314119,91,11,229307,1.37
2026-02-06,2026-02-06,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Completed,"7-day click, 1-day view",Account Opening,2509.52,108843,403,19,93605,1.16
2026-02-09,2026-02-09,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-44_CompetitorUsers,Nu_Ecom_Conversion_OpenAccount_Video_15s,Completed,"7-day click, 1-day view",Account Opening,3301.20,133681,405,24,106945,1.25
2026-01-12,2026-01-12,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,1733.64,448785,494,12,336589,1.33
2026-01-15,2026-01-15,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,1964.60,252783,467,19,212338,1.19
2026-01-18,2026-01-18,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,4508.40,530515,320,34,387276,1.37
2026-01-21,2026-01-21,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_CreditCard_Carousel,Completed,"7-day click, 1-day view",Account Opening,2008.08,449941,289,18,332956,1.35
2026-01-24,2026-01-24,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,1091.10,485836,354,10,364377,1.33
2026-01-27,2026-01-27,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,4093.06,285344,430,29,185474,1.54
2026-01-30,2026-01-30,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,3512.33,572352,336,23,383476,1.49
2026-02-02,2026-02-02,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_CreditCard_Carousel,Active,"7-day click, 1-day view",Account Opening,1873.80,517681,454,15,408968,1.27
2026-01-12,2026-01-12,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,2408.50,143637,345,25,109164,1.32
2026-01-15,2026-01-15,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,2836.90,119712,88,22,96967,1.23
2026-01-18,2026-01-18,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,4014.40,351728,406,32,302486,1.16
2026-01-21,2026-01-21,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,2240.43,239601,191,23,189285,1.27
2026-01-24,2026-01-24,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_LeadGen_StaticBanner_SignUp,Not Delivering,"7-day click, 1-day view",Account Opening,4921.16,162604,474,34,138213,1.18
2026-01-27,2026-01-27,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,1396.53,232285,166,9,185828,1.25
2026-01-30,2026-01-30,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,1782.28,496486,146,17,397189,1.25
2026-02-02,2026-02-02,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_LeadGen_StaticBanner_SignUp,Active,"7-day click, 1-day view",Account Opening,3277.68,478954,338,21,330478,1.45
2026-01-12,2026-01-12,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,1688.31,325100,221,13,250327,1.30
2026-01-15,2026-01-15,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,1406.34,370895,123,13,267044,1.39
2026-01-18,2026-01-18,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,1121.56,425842,279,11,344932,1.23
2026-01-21,2026-01-21,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,3049.28,351220,445,26,252878,1.39
2026-01-24,2026-01-24,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,2034.60,543214,244,15,369386,1.47
2026-01-27,2026-01-27,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Story_InstantApproval,Not Delivering,"7-day click, 1-day view",Account Opening,2027.70,209966,469,18,172172,1.22
2026-01-30,2026-01-30,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Story_InstantApproval,Not Delivering,"7-day click, 1-day view",Account Opening,1790.04,521244,290,12,453482,1.15
2026-02-02,2026-02-02,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Story_InstantApproval,Active,"7-day click, 1-day view",Account Opening,3394.24,464976,245,32,399879,1.16
2026-01-12,2026-01-12,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Completed,"7-day click, 1-day view",Account Opening,2326.45,416796,259,23,270917,1.54
2026-01-15,2026-01-15,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,2746.83,117643,282,19,91762,1.28
2026-01-18,2026-01-18,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,1955.04,274156,157,12,235774,1.16
